ts,data_temperatureSensor_0,data_humiditySensor_1
2022-02-22 10:54:05,18.6,65.5
2022-02-22 10:59:05,18.6,65.5
2022-02-22 11:04:05,18.6,65.5
2022-02-22 11:09:05,18.6,65
2022-02-22 11:14:05,18.6,65
2022-02-22 11:19:05,18.6,65
2022-02-22 11:24:05,18.6,64.5
2022-02-22 11:29:05,18.6,64
2022-02-22 11:34:05,18.6,64.5
2022-02-22 11:39:05,18.6,64
2022-02-22 11:44:05,18.6,64
2022-02-22 11:49:05,18.6,64
2022-02-22 11:54:05,18.6,63.5
2022-02-22 11:59:05,18.6,63.5
2022-02-22 12:04:05,18.6,63
2022-02-22 12:09:05,18.6,63
2022-02-22 12:14:05,18.6,63
2022-02-22 12:19:05,18.6,63
2022-02-22 12:24:05,18.6,63
2022-02-22 12:29:05,18.6,62.5
2022-02-22 12:34:05,18.6,62.5
2022-02-22 12:39:05,18.6,62
2022-02-22 12:44:05,18.6,61.5
2022-02-22 12:49:05,18.6,61
2022-02-22 12:54:05,18.6,61
2022-02-22 12:59:05,18.6,61
2022-02-22 13:04:05,18.6,61
2022-02-22 13:09:05,18.6,61
2022-02-22 13:14:05,18.6,61
2022-02-22 13:19:05,18.6,61
2022-02-22 13:24:05,18.7,61.5
2022-02-22 13:29:05,18.7,62
2022-02-22 13:34:05,18.8,66.5
2022-02-22 13:39:05,18.8,65.5
2022-02-22 13:44:05,18.9,65.5
2022-02-22 13:49:05,18.9,64.5
2022-02-22 13:54:05,18.8,63.5
2022-02-22 13:59:05,18.8,63.5
2022-02-22 14:04:05,18.8,63
2022-02-22 14:09:05,18.8,63
2022-02-22 14:14:05,18.8,62.5
2022-02-22 14:19:05,18.8,62.5
2022-02-22 14:24:05,18.8,62.5
2022-02-22 14:29:05,18.8,62.5
2022-02-22 14:34:05,18.7,62.5
2022-02-22 14:39:05,18.7,62.5
2022-02-22 14:44:05,18.7,62
2022-02-22 14:49:05,18.7,62
2022-02-22 14:54:06,18.7,61.5
2022-02-22 14:59:05,18.7,60.5
2022-02-22 15:04:05,18.7,60
2022-02-22 15:09:05,18.6,60.5
2022-02-22 15:14:05,18.6,60.5
2022-02-22 15:19:05,18.6,61
2022-02-22 15:24:05,18.6,61
2022-02-22 15:29:05,18.6,60
2022-02-22 15:34:05,18.6,60.5
2022-02-22 15:39:05,18.6,61
2022-02-22 15:44:05,18.6,60.5
2022-02-22 15:49:05,18.5,61
2022-02-22 15:54:05,18.5,60.5
2022-02-22 15:59:05,18.6,61
2022-02-22 16:04:05,18.6,60
2022-02-22 16:09:05,18.6,60.5
2022-02-22 16:14:05,18.6,60
2022-02-22 16:19:05,18.6,60
2022-02-22 16:24:05,18.6,60.5
2022-02-22 16:29:05,18.5,60.5
2022-02-22 16:34:05,18.5,60
2022-02-22 16:39:05,18.6,60
2022-02-22 16:44:05,18.5,60
2022-02-22 16:49:05,18.6,59.5
2022-02-22 16:54:05,18.6,60.5
2022-02-22 16:59:05,18.6,61.5
2022-02-22 17:04:05,18.6,62
2022-02-22 17:09:05,18.6,62.5
2022-02-22 17:14:05,18.6,62
2022-02-22 17:19:05,18.6,62
2022-02-22 17:24:05,18.6,61.5
2022-02-22 17:29:05,18.6,61
2022-02-22 17:34:05,18.6,60.5
2022-02-22 17:39:07,18.6,60
2022-02-22 17:44:05,18.6,59.5
2022-02-22 17:49:05,18.6,59.5
2022-02-22 17:54:05,18.6,59
2022-02-22 17:59:05,18.6,59
2022-02-22 18:04:05,18.6,59.5
2022-02-22 18:09:05,18.6,59.5
2022-02-22 18:14:05,18.5,59.5
2022-02-22 18:19:05,18.5,59.5
2022-02-22 18:24:05,18.5,59.5
2022-02-22 18:29:05,18.5,59
2022-02-22 18:34:05,18.5,59
2022-02-22 18:39:05,18.5,59
2022-02-22 18:44:05,18.5,59.5
2022-02-22 18:49:05,18.5,60
2022-02-22 18:54:05,18.5,60
2022-02-22 18:59:05,18.5,59.5
2022-02-22 19:04:05,18.5,59
2022-02-22 19:09:05,18.5,59
2022-02-22 19:14:05,18.5,59
2022-02-22 19:19:05,18.5,59
2022-02-22 19:24:05,18.5,59
2022-02-22 19:29:05,18.6,59
2022-02-22 19:34:05,18.7,60
2022-02-22 19:39:05,19.3,68.5
2022-02-22 19:44:05,19.3,68.5
2022-02-22 19:49:05,19.1,67
2022-02-22 19:54:05,19.1,67
2022-02-22 19:59:05,19.1,67
2022-02-22 20:04:05,19,66.5
2022-02-22 20:09:04,18.9,66
2022-02-22 20:14:05,18.9,65.5
2022-02-22 20:19:05,18.8,65
2022-02-22 20:24:05,18.8,64.5
2022-02-22 20:29:05,18.8,63.5
2022-02-22 20:34:05,18.7,63
2022-02-22 20:39:05,18.7,62.5
2022-02-22 20:44:04,18.7,62.5
2022-02-22 20:49:04,18.7,62
2022-02-22 20:54:05,18.7,62.5
2022-02-22 20:59:04,18.7,62
2022-02-22 21:04:04,18.6,61.5
2022-02-22 21:09:04,18.6,61.5
2022-02-22 21:14:04,18.6,61.5
2022-02-22 21:19:04,18.6,61.5
2022-02-22 21:24:04,18.6,61
2022-02-22 21:29:04,18.6,61.5
2022-02-22 21:34:04,18.6,61
2022-02-22 21:39:04,18.6,61
2022-02-22 21:44:04,18.5,60.5
2022-02-22 21:49:04,18.5,60.5
2022-02-22 21:54:04,18.5,60.5
2022-02-22 21:59:04,18.5,60.5
2022-02-22 22:04:04,18.5,60.5
2022-02-22 22:09:04,18.5,60.5
2022-02-22 22:14:04,18.5,60.5
2022-02-22 22:19:04,18.5,60.5
2022-02-22 22:24:04,18.5,60.5
2022-02-22 22:29:04,18.5,60
2022-02-22 22:34:04,18.5,60.5
2022-02-22 22:39:04,18.5,60
2022-02-22 22:44:04,18.5,59.5
2022-02-22 22:49:04,18.5,59.5
2022-02-22 22:54:04,18.5,59
2022-02-22 22:59:04,18.5,59
2022-02-22 23:04:04,18.5,58.5
2022-02-22 23:09:04,18.5,58
2022-02-22 23:14:04,18.5,58.5
2022-02-22 23:19:04,18.5,58.5
2022-02-22 23:24:04,18.5,58.5
2022-02-22 23:29:04,18.5,58
2022-02-22 23:34:04,18.5,58
2022-02-22 23:39:04,18.5,58.5
2022-02-22 23:44:04,18.5,59
2022-02-22 23:49:04,18.5,59
2022-02-22 23:54:04,18.5,59
2022-02-22 23:59:04,18.4,59
2022-02-23 00:04:04,18.4,58.5
2022-02-23 00:09:04,18.4,58.5
2022-02-23 00:14:04,18.4,58
2022-02-23 00:19:04,18.4,58
2022-02-23 00:24:04,18.4,58
2022-02-23 00:29:04,18.4,58
2022-02-23 00:34:04,18.4,58
2022-02-23 00:39:04,18.4,58.5
2022-02-23 00:44:04,18.4,58
2022-02-23 00:49:04,18.4,58
2022-02-23 00:54:04,18.4,59
2022-02-23 00:59:04,18.4,59
2022-02-23 01:04:04,18.4,59
2022-02-23 01:09:04,18.4,59
2022-02-23 01:14:04,18.4,59
2022-02-23 01:19:04,18.4,59
2022-02-23 01:24:04,18.4,59
2022-02-23 01:29:04,18.4,59.5
2022-02-23 01:34:04,18.4,59.5
2022-02-23 01:39:04,18.4,59
2022-02-23 01:44:04,18.4,59.5
2022-02-23 01:49:04,18.4,59.5
2022-02-23 01:54:04,18.4,59.5
2022-02-23 01:59:04,18.4,59.5
2022-02-23 02:04:04,18.4,59.5
2022-02-23 02:09:04,18.4,59.5
2022-02-23 02:14:04,18.4,59.5
2022-02-23 02:19:04,18.4,59
2022-02-23 02:24:04,18.4,58.5
2022-02-23 02:29:04,18.4,59
2022-02-23 02:34:04,18.4,60.5
2022-02-23 02:39:04,18.3,60
2022-02-23 02:44:04,18.4,60
2022-02-23 02:49:04,18.3,60
2022-02-23 02:54:04,18.3,60
2022-02-23 02:59:04,18.3,60
2022-02-23 03:04:04,18.3,60
2022-02-23 03:09:04,18.3,59.5
2022-02-23 03:14:04,18.4,59.5
2022-02-23 03:19:04,18.4,59.5
2022-02-23 03:24:04,18.3,59.5
2022-02-23 03:29:04,18.3,59.5
2022-02-23 03:34:04,18.3,59.5
2022-02-23 03:39:04,18.3,59.5
2022-02-23 03:44:04,18.3,59.5
2022-02-23 03:49:04,18.3,59.5
2022-02-23 03:54:04,18.3,59.5
2022-02-23 03:59:04,18.3,59.5
2022-02-23 04:04:04,18.3,59.5
2022-02-23 04:09:04,18.3,59
2022-02-23 04:14:04,18.3,59
2022-02-23 04:19:04,18.3,58.5
2022-02-23 04:24:04,18.3,58.5
2022-02-23 04:29:04,18.3,58.5
2022-02-23 04:34:04,18.3,58.5
2022-02-23 04:39:04,18.3,58.5
2022-02-23 04:44:04,18.3,58.5
2022-02-23 04:49:04,18.3,58.5
2022-02-23 04:54:04,18.3,58.5
2022-02-23 04:59:04,18.3,58.5
2022-02-23 05:04:04,18.3,58
2022-02-23 05:09:04,18.3,57.5
2022-02-23 05:14:04,18.3,57.5
2022-02-23 05:19:04,18.2,57
2022-02-23 05:24:04,18.2,57.5
2022-02-23 05:29:04,18.3,57.5
2022-02-23 05:34:04,18.3,57.5
2022-02-23 05:39:04,18.3,57.5
2022-02-23 05:44:04,18.3,57.5
2022-02-23 05:49:04,18.3,57.5
2022-02-23 05:54:04,18.3,57.5
2022-02-23 05:59:04,18.3,58.5
2022-02-23 06:04:04,18.3,59
2022-02-23 06:09:04,18.3,58.5
2022-02-23 06:14:04,18.3,59
2022-02-23 06:19:04,18.3,59
2022-02-23 06:24:04,18.2,58
2022-02-23 06:29:04,18.2,57.5
2022-02-23 06:34:04,18.3,58
2022-02-23 06:39:04,18.2,58
2022-02-23 06:44:04,18.2,57.5
2022-02-23 06:49:04,18.2,57.5
2022-02-23 06:54:04,18.2,57
2022-02-23 06:59:04,18.2,57.5
2022-02-23 07:04:04,18.2,57.5
2022-02-23 07:09:04,18.2,57.5
2022-02-23 07:14:04,18.2,57.5
2022-02-23 07:19:04,18.2,57.5
2022-02-23 07:24:04,18.2,58
2022-02-23 07:29:04,18.2,58
2022-02-23 07:34:04,18.2,58
2022-02-23 07:39:04,18.2,57.5
2022-02-23 07:44:04,18.2,57.5
2022-02-23 07:49:04,18.2,58
2022-02-23 07:54:04,32.1,42.5
2022-02-23 07:59:04,30.2,37
2022-02-23 08:04:04,32.2,33.5
2022-02-23 08:09:04,32.9,34
2022-02-23 08:14:04,32.9,35.5
2022-02-23 08:19:04,29.1,42
2022-02-23 08:24:04,26.2,47
2022-02-23 08:29:04,20.8,57.5
2022-02-23 08:34:04,19.9,63
2022-02-23 08:39:04,19.9,63
2022-02-23 08:44:04,19.8,62.5
2022-02-23 08:49:04,19.8,62
2022-02-23 08:54:04,19.7,62.5
2022-02-23 08:59:04,19.6,62.5
2022-02-23 09:04:04,19.6,63
2022-02-23 09:09:04,19.5,62.5
2022-02-23 09:14:04,19.4,62.5
2022-02-23 09:19:04,19.4,62
2022-02-23 09:24:04,19.3,62.5
2022-02-23 09:29:04,19.4,62.5
2022-02-23 09:34:04,19.3,62
2022-02-23 09:39:04,19.2,61.5
2022-02-23 09:44:04,19.2,61.5
2022-02-23 09:49:04,19.1,61.5
2022-02-23 09:54:04,19.1,61
2022-02-23 09:59:04,19,61
2022-02-23 10:04:04,19.1,62.5
2022-02-23 10:09:04,19.1,62.5
2022-02-23 10:14:04,19,62
2022-02-23 10:19:04,19,62
2022-02-23 10:24:04,19,62
2022-02-23 10:29:04,19,61.5
2022-02-23 10:34:04,19,61
2022-02-23 10:39:04,19,61
2022-02-23 10:44:04,19,60.5
2022-02-23 10:49:04,19,60
2022-02-23 10:54:04,19,60
2022-02-23 10:59:04,19,60
2022-02-23 11:04:04,19,60
2022-02-23 11:09:04,19,60
2022-02-23 11:14:04,19,59.5
2022-02-23 11:19:04,19,59.5
2022-02-23 11:24:04,19,59.5
2022-02-23 11:29:04,19,59
2022-02-23 11:34:04,19,59
2022-02-23 11:39:04,19,59
2022-02-23 11:44:04,19,59
2022-02-23 11:49:04,19,59
2022-02-23 11:54:04,19.1,59
2022-02-23 11:59:04,19,59
2022-02-23 12:04:04,19,59
2022-02-23 12:09:04,19,59
2022-02-23 12:14:04,19,59
2022-02-23 12:19:04,19,58.5
2022-02-23 12:24:04,19,59
2022-02-23 12:29:04,19,59
2022-02-23 12:34:04,19,58.5
2022-02-23 12:39:04,19,58.5
2022-02-23 12:44:04,19,59
2022-02-23 12:49:04,19,60
2022-02-23 12:54:04,19.1,60
2022-02-23 12:59:03,19.1,61
2022-02-23 13:04:03,19.1,61.5
2022-02-23 13:09:03,19.1,62.5
2022-02-23 13:14:03,19.1,61.5
2022-02-23 13:19:04,19.1,61.5
2022-02-23 13:24:04,19.1,61.5
2022-02-23 13:29:04,19.1,61
2022-02-23 13:34:03,19.1,60.5
2022-02-23 13:39:03,19.1,60.5
2022-02-23 13:44:03,19.1,61.5
2022-02-23 13:49:03,19.1,61
2022-02-23 13:54:03,19.1,60.5
2022-02-23 13:59:03,19.1,60
2022-02-23 14:04:03,19.1,60
2022-02-23 14:09:03,19.1,59.5
2022-02-23 14:14:03,19.1,59.5
2022-02-23 14:19:03,19.1,59.5
2022-02-23 14:24:03,19.1,59.5
2022-02-23 14:29:04,19.1,59.5
2022-02-23 14:34:03,19.1,60
2022-02-23 14:39:03,19.1,60
2022-02-23 14:44:03,19.1,60
2022-02-23 14:49:03,19.1,60
2022-02-23 14:54:03,19.1,63
2022-02-23 14:59:03,19.1,63
2022-02-23 15:04:03,19.1,64.5
2022-02-23 15:09:03,19.1,63
2022-02-23 15:14:03,19,63.5
2022-02-23 15:19:03,19.1,63
2022-02-23 15:24:03,19,63
2022-02-23 15:29:03,19,62.5
2022-02-23 15:34:03,19,62.5
2022-02-23 15:39:03,19,62
2022-02-23 15:44:03,19.1,62
2022-02-23 15:49:03,19,61.5
2022-02-23 15:54:03,19.1,61.5
2022-02-23 15:59:03,19,61
2022-02-23 16:04:03,19.1,61
2022-02-23 16:09:03,19.1,61
2022-02-23 16:14:03,19,61.5
2022-02-23 16:19:03,19.1,60.5
2022-02-23 16:24:03,19.1,60
2022-02-23 16:29:03,19.1,59.5
2022-02-23 16:34:03,19.1,61
2022-02-23 16:39:03,19.1,61.5
2022-02-23 16:44:03,19.1,61.5
2022-02-23 16:49:03,19.1,61
2022-02-23 16:54:03,19.1,61
2022-02-23 16:59:03,19.1,61.5
2022-02-23 17:04:03,19,61
2022-02-23 17:09:03,19.1,60.5
2022-02-23 17:14:03,19.1,60
2022-02-23 17:19:03,19.1,60.5
2022-02-23 17:24:03,19,60
2022-02-23 17:29:03,19.1,59.5
2022-02-23 17:34:03,19.1,59.5
2022-02-23 17:39:03,19,59
2022-02-23 17:44:03,19,59.5
2022-02-23 17:49:03,19.1,58.5
2022-02-23 17:54:03,19.1,59
2022-02-23 17:59:03,19.1,59.5
2022-02-23 18:04:03,19.1,59
2022-02-23 18:09:03,19.1,59.5
2022-02-23 18:14:03,19.1,59.5
2022-02-23 18:19:03,19.1,60.5
2022-02-23 18:24:03,19.1,60.5
2022-02-23 18:29:03,19,61
2022-02-23 18:34:03,19,61
2022-02-23 18:39:03,19,60.5
2022-02-23 18:44:03,19,60.5
2022-02-23 18:49:03,19,61
2022-02-23 18:54:03,19.1,61
2022-02-23 18:59:03,19,61
2022-02-23 19:04:03,19,62
2022-02-23 19:09:03,19,61.5
2022-02-23 19:14:03,19,61.5
2022-02-23 19:19:03,19,62
2022-02-23 19:24:03,19,62
2022-02-23 19:29:03,19,61.5
2022-02-23 19:34:03,19,61.5
2022-02-23 19:39:03,19,61.5
2022-02-23 19:44:03,19.1,63
2022-02-23 19:49:03,19.5,67
2022-02-23 19:54:03,19.5,67.5
2022-02-23 19:59:03,19.5,68
2022-02-23 20:04:03,19.4,68.5
2022-02-23 20:09:03,19.7,72.5
2022-02-23 20:14:03,19.5,70.5
2022-02-23 20:19:03,19.4,68.5
2022-02-23 20:24:03,19.4,68
2022-02-23 20:29:03,19.4,67
2022-02-23 20:34:03,19.3,66
2022-02-23 20:39:03,19.3,65.5
2022-02-23 20:44:03,19.3,65
2022-02-23 20:49:03,19.2,64.5
2022-02-23 20:54:03,19.2,64
2022-02-23 20:59:03,19.2,64
2022-02-23 21:04:03,19.2,64
2022-02-23 21:09:03,19.2,63.5
2022-02-23 21:14:03,19.2,63
2022-02-23 21:19:03,19.2,63
2022-02-23 21:24:03,19.2,63
2022-02-23 21:29:03,19.2,63
2022-02-23 21:34:03,19.1,62.5
2022-02-23 21:39:03,19.1,62.5
2022-02-23 21:44:03,19.1,62.5
2022-02-23 21:49:03,19.1,62.5
2022-02-23 21:54:03,19.1,62.5
2022-02-23 21:59:03,19.1,62
2022-02-23 22:04:03,19.1,62
2022-02-23 22:09:03,19.1,62
2022-02-23 22:14:03,19,62
2022-02-23 22:19:03,19.1,62
2022-02-23 22:24:03,19.1,62
2022-02-23 22:29:03,19.1,62
2022-02-23 22:34:03,19.1,62
2022-02-23 22:39:03,19.1,62
2022-02-23 22:44:03,19.1,62
2022-02-23 22:49:03,19.1,62
2022-02-23 22:54:03,19.1,62
2022-02-23 22:59:03,19.1,62
2022-02-23 23:04:03,19,62
2022-02-23 23:09:03,19,62
2022-02-23 23:14:03,19,61.5
2022-02-23 23:19:03,19,61.5
2022-02-23 23:24:03,19,61.5
2022-02-23 23:29:03,19,61.5
2022-02-23 23:34:03,19,61.5
2022-02-23 23:39:03,19,62
2022-02-23 23:44:03,19,61.5
2022-02-23 23:49:03,19,61
2022-02-23 23:54:04,19,61
2022-02-23 23:59:03,19,61
2022-02-24 00:04:03,19,61.5
2022-02-24 00:09:03,19,61
2022-02-24 00:14:03,19,61.5
2022-02-24 00:19:03,19,61.5
2022-02-24 00:24:03,19,61
2022-02-24 00:29:03,19,61
2022-02-24 00:34:03,19,61
2022-02-24 00:39:03,19,61
2022-02-24 00:44:03,18.9,61
2022-02-24 00:49:03,19,61
2022-02-24 00:54:04,19,61.5
2022-02-24 00:59:03,19,61
2022-02-24 01:04:03,19,61.5
2022-02-24 01:09:03,19,61
2022-02-24 01:14:03,19,61
2022-02-24 01:19:03,18.9,61
2022-02-24 01:24:03,18.9,61
2022-02-24 01:29:03,18.9,61
2022-02-24 01:34:03,18.9,60.5
2022-02-24 01:39:03,18.9,61
2022-02-24 01:44:03,18.9,61
2022-02-24 01:49:03,19,61
2022-02-24 01:54:03,19,61
2022-02-24 01:59:03,19,61.5
2022-02-24 02:04:03,19,61
2022-02-24 02:09:03,19,61
2022-02-24 02:14:03,19,61
2022-02-24 02:19:03,18.9,60.5
2022-02-24 02:24:03,19,61
2022-02-24 02:29:03,19,60.5
2022-02-24 02:34:03,19,61
2022-02-24 02:39:03,18.9,60.5
2022-02-24 02:44:03,18.9,60.5
2022-02-24 02:49:03,18.9,60.5
2022-02-24 02:54:03,18.9,60.5
2022-02-24 02:59:03,18.9,60.5
2022-02-24 03:04:03,18.9,61
2022-02-24 03:09:03,18.9,60.5
2022-02-24 03:14:03,18.9,60.5
2022-02-24 03:19:03,18.9,60.5
2022-02-24 03:24:03,18.9,61
2022-02-24 03:29:03,18.9,61.5
2022-02-24 03:34:03,18.9,61
2022-02-24 03:39:03,18.9,61
2022-02-24 03:44:03,18.9,60.5
2022-02-24 03:49:03,18.9,60.5
2022-02-24 03:54:03,18.9,60.5
2022-02-24 03:59:03,18.9,60.5
2022-02-24 04:04:03,18.9,60
2022-02-24 04:09:03,18.9,60
2022-02-24 04:14:03,18.8,60
2022-02-24 04:19:03,18.8,60
2022-02-24 04:24:03,18.8,60
2022-02-24 04:29:03,18.8,60
2022-02-24 04:34:03,18.8,60
2022-02-24 04:39:03,18.8,60.5
2022-02-24 04:44:03,18.8,60
2022-02-24 04:49:03,18.8,60
2022-02-24 04:54:03,18.8,60
2022-02-24 04:59:03,18.8,60
2022-02-24 05:04:03,18.8,60
2022-02-24 05:09:03,18.8,60
2022-02-24 05:14:03,18.8,60
2022-02-24 05:19:03,18.8,60
2022-02-24 05:24:03,18.8,60
2022-02-24 05:29:03,18.8,59.5
2022-02-24 05:34:03,18.8,59.5
2022-02-24 05:39:03,18.8,59.5
2022-02-24 05:44:03,18.8,59.5
2022-02-24 05:49:03,18.8,60
2022-02-24 05:54:03,18.8,60
2022-02-24 05:59:03,18.8,60
2022-02-24 06:04:03,18.8,60
2022-02-24 06:09:03,18.8,60
2022-02-24 06:14:02,18.8,59.5
2022-02-24 06:19:03,18.8,59.5
2022-02-24 06:24:02,18.7,59
2022-02-24 06:29:02,18.7,59
2022-02-24 06:34:02,18.7,59
2022-02-24 06:39:02,18.7,59
2022-02-24 06:44:02,18.7,59
2022-02-24 06:49:02,18.7,59
2022-02-24 06:54:02,18.7,59
2022-02-24 06:59:02,18.7,59
2022-02-24 07:04:02,18.7,60
2022-02-24 07:09:02,18.7,59.5
2022-02-24 07:14:02,18.7,59.5
2022-02-24 07:19:02,18.7,59.5
2022-02-24 07:24:02,18.7,59.5
2022-02-24 07:29:03,18.7,59.5
2022-02-24 07:34:02,18.7,59.5
2022-02-24 07:39:02,18.7,59.5
2022-02-24 07:44:02,18.7,59.5
2022-02-24 07:49:02,18.7,59
2022-02-24 07:54:03,18.7,59
2022-02-24 07:59:02,18.7,59
2022-02-24 08:04:02,18.7,59
2022-02-24 08:09:02,24.4,50.5
2022-02-24 08:14:02,33.2,36
2022-02-24 08:19:02,37.5,29
2022-02-24 08:24:02,33.4,35
2022-02-24 08:29:02,29.8,39
2022-02-24 08:34:02,27.9,44.5
2022-02-24 08:39:02,25.8,51
2022-02-24 08:44:02,27.8,50.5
2022-02-24 08:49:02,33.2,36.5
2022-02-24 08:54:02,25.2,50.5
2022-02-24 08:59:02,20.8,60.5
2022-02-24 09:04:02,19.9,64.5
2022-02-24 09:09:02,19.9,65.5
2022-02-24 09:14:02,20.1,65
2022-02-24 09:19:02,20,65
2022-02-24 09:24:02,20,64.5
2022-02-24 09:29:02,20,64.5
2022-02-24 09:34:02,19.9,64
2022-02-24 09:39:02,19.9,64
2022-02-24 09:44:02,19.9,64
2022-02-24 09:49:02,19.7,63.5
2022-02-24 09:54:02,19.7,63
2022-02-24 09:59:02,19.6,63
2022-02-24 10:04:02,19.7,63.5
2022-02-24 10:14:02,19.6,67
2022-02-24 10:19:02,19.4,66
2022-02-24 10:24:02,19.4,65
2022-02-24 10:29:02,19.4,64.5
2022-02-24 10:34:02,19.4,64
2022-02-24 10:39:02,19.3,63.5
2022-02-24 10:44:02,19.3,62
2022-02-24 10:49:02,19.3,61.5
2022-02-24 10:54:02,19.4,61.5
2022-02-24 10:59:02,19.5,61.5
2022-02-24 11:04:03,19.4,61
2022-02-24 11:09:02,19.4,60.5
2022-02-24 11:14:02,19.4,64
2022-02-24 11:19:03,19.4,64
2022-02-24 11:24:02,19.4,65
2022-02-24 11:29:02,19.3,67
2022-02-24 11:34:02,19.3,67
2022-02-24 11:39:02,19.3,66
2022-02-24 11:44:02,19.3,66
2022-02-24 11:49:02,19.3,65
2022-02-24 11:54:02,19.3,65
2022-02-24 11:59:02,19.3,64.5
2022-02-24 12:04:02,19.3,64.5
2022-02-24 12:09:02,19.3,64
2022-02-24 12:14:02,19.3,64.5
2022-02-24 12:19:02,19.3,64
2022-02-24 12:24:02,19.3,64
2022-02-24 12:29:02,19.3,64
2022-02-24 12:34:02,19.4,64
2022-02-24 12:39:02,19.3,65.5
2022-02-24 12:44:02,19.3,66
2022-02-24 12:49:02,19.3,66
2022-02-24 12:54:02,19.2,65
2022-02-24 12:59:02,19.4,65
2022-02-24 13:04:02,19.4,66.5
2022-02-24 13:09:02,19.4,68.5
2022-02-24 13:14:02,19.4,66.5
2022-02-24 13:19:02,19.6,66.5
2022-02-24 13:24:02,19.6,67
2022-02-24 13:29:02,19.5,66
2022-02-24 13:34:02,19.4,66
2022-02-24 13:39:02,19.3,65.5
2022-02-24 13:44:02,19.3,64.5
2022-02-24 13:49:02,19.4,64.5
2022-02-24 13:54:02,19.4,64
2022-02-24 13:59:02,19.3,64.5
2022-02-24 14:04:02,19.4,64.5
2022-02-24 14:09:02,19.3,64
2022-02-24 14:14:02,19.3,64
2022-02-24 14:19:02,19.3,64
2022-02-24 14:24:02,19.3,64.5
2022-02-24 14:29:02,19.3,64.5
2022-02-24 14:34:02,19.3,64.5
2022-02-24 14:39:02,19.3,64.5
2022-02-24 14:44:02,19.3,65
2022-02-24 14:49:02,19.3,64.5
2022-02-24 14:54:02,19.3,64
2022-02-24 14:59:02,19.3,64.5
2022-02-24 15:04:02,19.2,64
2022-02-24 15:09:02,19.2,64
2022-02-24 15:14:02,19.2,64
2022-02-24 15:19:03,19.2,64
2022-02-24 15:24:02,19.2,64
2022-02-24 15:29:02,19.2,64
2022-02-24 15:34:02,19.2,64
2022-02-24 15:39:02,19.2,64
2022-02-24 15:44:02,19.3,64.5
2022-02-24 15:49:02,19.3,64.5
2022-02-24 15:54:02,19.3,65
2022-02-24 15:59:02,19.3,65.5
2022-02-24 16:04:02,19.3,65.5
2022-02-24 16:09:02,19.3,65
2022-02-24 16:14:02,19.4,65
2022-02-24 16:19:02,19.3,65.5
2022-02-24 16:24:02,19.3,65.5
2022-02-24 16:29:02,19.3,65.5
2022-02-24 16:34:02,19.2,65.5
2022-02-24 16:39:02,19.3,66
2022-02-24 16:44:02,19.2,66
2022-02-24 16:49:03,19.3,66.5
2022-02-24 16:54:02,19.3,66.5
2022-02-24 16:59:03,19.3,66.5
2022-02-24 17:04:02,19.3,66.5
2022-02-24 17:09:02,19.3,66.5
2022-02-24 17:14:02,19.3,67
2022-02-24 17:19:02,19.3,67.5
2022-02-24 17:24:03,19.3,67.5
2022-02-24 17:29:02,19.3,68
2022-02-24 17:34:02,19.2,68
2022-02-24 17:39:02,19.2,68
2022-02-24 17:44:02,19.2,68
2022-02-24 17:49:02,19.2,67.5
2022-02-24 17:54:02,19.2,67.5
2022-02-24 17:59:02,19.2,67.5
2022-02-24 18:04:02,19.2,67
2022-02-24 18:09:02,19.2,67
2022-02-24 18:14:02,19.2,67
2022-02-24 18:19:02,19.2,67
2022-02-24 18:24:02,19.2,67
2022-02-24 18:29:02,19.2,67
2022-02-24 18:34:02,19.2,67
2022-02-24 18:39:02,19.1,67
2022-02-24 18:44:02,19.1,66.5
2022-02-24 18:49:02,19.1,67
2022-02-24 18:54:02,19.1,67
2022-02-24 18:59:02,19.1,66.5
2022-02-24 19:04:02,19.1,66.5
2022-02-24 19:09:02,19.1,66.5
2022-02-24 19:14:02,19.1,66.5
2022-02-24 19:19:02,19.1,66.5
2022-02-24 19:24:02,19.1,66.5
2022-02-24 19:29:02,19.1,66.5
2022-02-24 19:34:02,19.2,66.5
2022-02-24 19:39:02,19.1,66.5
2022-02-24 19:44:02,19.1,66.5
2022-02-24 19:49:02,19.1,66.5
2022-02-24 19:54:02,19.2,66.5
2022-02-24 19:59:02,19.1,66.5
2022-02-24 20:04:02,19.1,66.5
2022-02-24 20:09:02,19.1,66.5
2022-02-24 20:14:02,19.1,66.5
2022-02-24 20:19:02,19.1,66.5
2022-02-24 20:24:02,19.1,66
2022-02-24 20:29:02,19.1,66.5
2022-02-24 20:34:02,19.2,67
2022-02-24 20:39:02,19.2,66.5
2022-02-24 20:44:02,19.2,66.5
2022-02-24 20:49:02,19.4,71
2022-02-24 20:54:02,19.3,70
2022-02-24 20:59:02,19.2,70
2022-02-24 21:04:02,19.2,70
2022-02-24 21:09:02,19.2,69.5
2022-02-24 21:14:02,19.2,69
2022-02-24 21:19:02,19.1,69
2022-02-24 21:24:02,19.1,69
2022-02-24 21:29:02,19.1,68.5
2022-02-24 21:34:02,19.1,68
2022-02-24 21:39:02,19.1,68
2022-02-24 21:44:02,19.1,68
2022-02-24 21:49:02,19.1,68
2022-02-24 21:54:02,19.1,68
2022-02-24 21:59:02,19.1,68
2022-02-24 22:04:02,19.1,68
